codeIataAirport,airportName,codeIataCity,latitudeAirport,longitudeAirport,timezone,airportCity
MTX,Metro Field,FAI,64.816666,-147.86667,America/Anchorage,Fairbanks
PII,Phillips Field,FAI,64.86389,-147.71388,America/Anchorage,Fairbanks
EKA,Murray Field,EKA,40.805,-124.115,America/Los_Angeles,Eureka
EKI,Municipal,EKI,41.72222,-85.992226,America/Indiana/Indianapolis,Elkhart
EKN,Elkins,EKN,38.889442,-79.85778,America/New_York,Elkins
EKO,Elko Regional,EKO,40.82389,-115.78972,America/Los_Angeles,Elko
EKX,Elizabethtown,EKX,37.68889,-85.92778,America/New_York,Elizabethtown
ELA,Eagle Lake,ELA,29.583332,-96.333336,America/Chicago,Eagle Lake
ELD,Goodwin Field,ELD,33.220554,-92.81472,America/Chicago,El Dorado
ELI,Elim,ELI,64.61361,-162.27028,America/Nome,Elim
ELK,Municipal,ELK,35.416668,-99.416664,America/Chicago,Elk City
ELM,Elmira Corning Regional,ELM,42.16304,-76.89586,America/New_York,Elmira
ELN,Bowers Field,ELN,46.983334,-120.566666,America/Los_Angeles,Ellensburg
ELV,Elfin Cove SPB,ELV,58.183334,-136.31667,America/Juneau,Elfin Cove
ELW,Ellamar,ELW,60.9,-146.23334,America/Anchorage,Ellamar
ELY,Yelland,ELY,39.301945,-114.84194,America/Los_Angeles,Ely
ELZ,Municipal,ELZ,42.11667,-77.95,America/New_York,Wellsville
EMB,Embarkadero,SFO,37.62528,-122.375,America/Los_Angeles,San Francisco
JCC,China Basin Heliport,SFO,37.75,-122.416664,America/Los_Angeles,San Francisco
SFO,San Francisco International,SFO,37.615215,-122.38988,America/Los_Angeles,San Francisco
EMK,Emmonak,EMK,62.776943,-164.52083,America/Nome,Emmonak
EMM,Kemerer,EMM,41.783333,-110.55,America/Denver,Kemerer
EMP,Emporia,EMP,38.3325,-96.190834,America/Chicago,Emporia
EMT,El Monte,EMT,34.083332,-118.03333,America/Los_Angeles,El Monte
ENA,Kenai,ENA,60.56521,-151.24644,America/Anchorage,Kenai
END,Vance AFB,WDG,36.4,-97.88333,America/Chicago,Enid
WDG,Enid Woodring Mun.,WDG,36.38361,-97.79083,America/Chicago,Enid
ENL,Municipal,ENL,38.516666,-89.13333,America/Chicago,Centralia
ENN,Municipal,ENN,64.566666,-149.11667,America/Anchorage,Nenana
ENV,Wendover,ENV,40.733334,-114.03333,America/Denver,Wendover
ENW,Kenosha Regional Airport,ENW,42.583332,-87.816666,America/Chicago,Kenosha
EOK,Keokuk,EOK,40.458332,-91.43,America/Chicago,Keokuk
EOS,Neosho,EOS,36.86667,-94.36667,America/Chicago,Neosho
EPG,Browns,EPG,40.86667,-96.13333,America/Chicago,Weeping Water
EPH,Ephrata,EPH,47.30417,-119.5125,America/Los_Angeles,Ephrata
ERI,International,ERI,42.08314,-80.18203,America/New_York,Erie
ERO,Coast Guard,ERO,-22.616667,17.083332,America/Juneau,Eldred Rock
ERR,Errol,ERR,44.783333,-71.13333,America/New_York,Errol
ERV,Kerrville,ERV,30.05,-99.13333,America/Chicago,Kerrville
ESC,Delta County Airport,ESC,45.720554,-87.08667,America/Detroit,Escanaba
ESD,Orcas Island,ESD,48.708332,-122.9125,America/Los_Angeles,Eastsound
ESN,Easton,ESN,38.802776,-76.06778,America/New_York,Easton
ESO,Espanola,ESO,36.1,-106.03333,America/Denver,Espanola
ESP,Birchwood-Pocono,ESP,40.983334,-75.2,America/New_York,East Stroudsburg
EST,Municipal,EST,43.4,-94.833336,America/Chicago,Estherville
ESW,State,ESW,47.233334,-121.183334,America/Los_Angeles,Easton
ETB,West Bend,ETB,43.416668,-88.183334,America/Chicago,West Bend
ETN,Municipal,ETN,32.38333,-98.833336,America/Chicago,Eastland
ETS,Municipal,ETS,31.316668,-85.85,America/Chicago,Enterprise
EUE,Eureka,EUE,39.5,-115.916664,America/Los_Angeles,Eureka
EUF,Weedon Field,EUF,31.9,-85.15,America/Chicago,Eufaula
EUG,Eugene,EUG,44.119198,-123.21197,America/Los_Angeles,Eugene
EVM,Eveleth,EVM,47.426388,-92.495834,America/Chicago,Eveleth
EVV,Evansville Regional Airport,EVV,38.046165,-87.52796,America/Chicago,Evansville
EVW,Evanston,EVW,41.266666,-110.96667,America/Denver,Evanston
EWB,New Bedford,EWB,41.676945,-70.95917,America/New_York,New Bedford
EWD,Wildman Lake,EWD,56.45639,-159.76222,America/Anchorage,Wildman Lake
EWK,City-County,EWK,38.033333,-97.36667,America/Chicago,Newton
EWN,Simmons Nott,EWN,35.078342,-77.03462,America/New_York,New Bern
EWR,Newark Liberty International,NYC,40.68907,-74.17876,America/New_York,New York
JFK,John F Kennedy International,NYC,40.642334,-73.78817,America/New_York,New York
JRA,West 30th St Heliport,NYC,40.75,-74.0075,America/New_York,New York
JRB,Downtown Manhattan Heliport,NYC,40.704166,-74.00833,America/New_York,New York
JRE,East 60th Street Heliport,NYC,40.754166,-73.97083,America/New_York,New York
LGA,La Guardia,NYC,40.774254,-73.87162,America/New_York,New York
NBP,Battery Pk City/N. Cov,NYC,40.706112,-74.02167,America/New_York,New York
NES,East 34th St Landing,NYC,40.743332,-73.975,America/New_York,New York
NWS,Pier 11/Wall St. SPB,NYC,40.703056,-74.01056,America/New_York,New York
QNY,Marine Air Terminal,NYC,40.75,-74,America/New_York,New York
TSS,East 34th St Heliport,NYC,40.766666,-74.166664,America/New_York,New York
WTC,World Trade Center,NYC,40.7,-74.01667,America/New_York,New York
XNY,39th Street Ferry,NYC,40.76,-74.003,America/New_York,New York
ZYP,Penn Railway Station,NYC,40.7143528,-74.0059731,America/New_York,New York
EXI,SPB,EXI,58.420834,-135.44722,America/Juneau,Excursion Inlet
EYR,Yerington,EYR,39,-119.25,America/Los_Angeles,Yerington
EYW,International,EYW,24.553574,-81.75501,America/New_York,Key West
NQX,Key West NAS /Boca Chica Field (private U. S. Navy ),EYW,24.55,-81.8,America/New_York,Key West
FAF,Felker AAF,FAF,37.166668,-76.6,America/New_York,Fort Eustis
FAK,False Island,FAK,57.530556,-135.21666,America/Sitka,False Island
FAM,Regional,FAM,37.780834,-90.42167,America/Chicago,Farmington
FAR,Hector Field,FAR,46.91953,-96.82551,America/Chicago,Fargo
FAT,Fresno Air Terminal Airport,FAT,36.769623,-119.72024,America/Los_Angeles,Fresno
FCH,Fresno-Chandler,FAT,36.733334,-119.78333,America/Los_Angeles,Fresno
FAY,Municipal,FAY,34.99132,-78.88722,America/New_York,Fayetteville
POB,Pope AFB,FAY,35.05,-78.88333,America/New_York,Fayetteville
FBG,Simmons AAF,FBG,35.166668,-79.01667,America/New_York,Fort Bragg
FBL,Municipal,FBL,44.3,-93.26667,America/Chicago,Faribault
FBR,Fort Bridger,FBR,41.316666,-110.38333,America/Denver,Fort Bridger
FBS,Friday Harbor SPB,FBS,48.54361,-123.00611,America/Los_Angeles,Friday Harbor
FBY,Municipal,FBY,40.13333,-97.183334,America/Chicago,Fairbury
FCA,Glacier Park International,FCA,48.307304,-114.25315,America/Denver,Kalispell
FCM,Flying Cloud,MSP,44.983334,-93.26667,America/Chicago,Minneapolis
JDT,Downtown Heliport,MSP,44.983334,-93.26667,America/Chicago,Minneapolis
MIC,Crystal,MSP,45.061943,-93.35389,America/Chicago,Minneapolis
MSP,Minneapolis - St. Paul International,MSP,44.883015,-93.21092,America/Chicago,Minneapolis
STP,Downtown,MSP,44.933334,-93.066666,America/Chicago,Minneapolis
FCT,Firing Center AAF,YKM,46.6,-120.51667,America/Los_Angeles,Yakima
YKM,Yakima Air Terminal,YKM,46.566944,-120.53778,America/Los_Angeles,Yakima
FCY,Municipal,FCY,34.95,-90.76667,America/Chicago,Forrest City
FDK,Frederick Municipal,FDK,39.416668,-77.416664,America/New_York,Frederick
FDR,Municipal,FDR,34.38333,-99.01667,America/Chicago,Frederick
FDY,Findlay,FDY,41.033333,-84.53333,America/New_York,Findlay
FEP,Albertus,FEP,42.283333,-89.6,America/Chicago,Freeport
FET,Municipal,FET,41.433334,-96.5,America/Chicago,Fremont
FFA,First Flight,FFA,36.016666,-75.666664,America/New_York,Kill Devil Hills
FFL,Municipal,FFL,40.933334,-91.95,America/Chicago,Fairfield
FFM,Fergus Falls,FFM,46.283333,-96.066666,America/Chicago,Fergus Falls
FFT,Capital City,FFT,38.18222,-84.905,America/New_York,Frankfort
FHU,Municipal,FHU,31.588888,-110.343056,America/Phoenix,Sierra Vista
FIC,Fire Cove,FIC,55.77778,-131.5375,America/Juneau,Fire Cove
FID,Elizabeth Field,FID,41,-72,America/New_York,Fishers Island
FIL,Municipal,FIL,38.958332,-112.3625,America/Denver,Fillmore
FIV,Five Finger,FIV,57.266666,-133.63333,America/Juneau,Five Finger Coast Guard Heliport
FKL,Chess-Lambertin,FKL,41.379166,-79.85972,America/New_York,Franklin
FKN,Municipal,FKN,36.683334,-76.933334,America/New_York,Franklin
FLD,Fond Du Lac,FLD,43.771667,-88.48444,America/Chicago,Fond Du Lac
FLG,Pulliam Field,GCN,35.13778,-111.67167,America/Phoenix,Grand Canyon
GCN,National Park,GCN,35.951942,-112.1475,America/Phoenix,Grand Canyon
JGC,Heliport,GCN,35.951942,-112.1475,America/Phoenix,Grand Canyon
NGC,North Rim,GCN,36.38972,-112.129166,America/Phoenix,Grand Canyon
FLJ,Falls Bay,FLJ,60.0325,-148.00833,America/Anchorage,Falls Bay
FLL,Fort Lauderdale–Hollywood International,FLL,26.071491,-80.144905,America/New_York,Fort Lauderdale
FXE,Fort Lauderdale Executive,FLL,26.066668,-80.15,America/New_York,Fort Lauderdale
ZFT,Fort Lauderdale Railway Station,FLL,26.1223084,-80.1433786,America/New_York,Fort Lauderdale
FLO,Florence,FLO,34.18889,-79.72444,America/New_York,Florence
FLP,Flippin,FLP,36.3,-92.583336,America/Chicago,Flippin
FLT,Flat,FLT,62.454166,-157.98666,America/Anchorage,Flat
FLV,Sherman AAF,FLV,39.36667,-94.916664,America/Chicago,Fort Leavenworth
FLX,Municipal,NFL,39.466667,-118.78333,America/Los_Angeles,Fallon
NFL,NAS,NFL,39.466667,-118.78333,America/Los_Angeles,Fallon
FMC,Five Mile,FMC,66.916664,-149.84166,America/Anchorage,Five Mile
FME,Tipton AAF,FME,39.103863,-76.84414,America/New_York,Fort Meade
FMH,Otis AFB,FMH,41.666668,-70.55,America/New_York,Falmouth
FMN,Municipal,FMN,36.74111,-108.229164,America/Denver,Farmington
FMS,Municipal,FMS,40.65889,-91.3275,America/Chicago,Fort Madison
FMU,Florence Municipal,FMU,43.98526,-124.11047,America/Los_Angeles,Florence
FMY,Page Field,FMY,26.583332,-81.86667,America/New_York,Fort Myers
RSW,Southwest Florida International,FMY,26.542835,-81.75433,America/New_York,Fort Myers
FNK,Fin Creek,FNK,69.5,-147.58333,America/Anchorage,Fin Creek
FNL,Municipalcipal Airport,FNL,40.583332,-105.083336,America/Denver,Fort Collins
QWF,Fort Collins Bus Servi,FNL,40.5852602,-105.084423,America/Denver,Fort Collins
QWH,Loveland Bus Station,FNL,40.5852602,-105.084423,America/Denver,Fort Collins
FNR,SPB,FNR,58.333332,-134.58333,America/Juneau,Funter Bay
FNT,Bishop International Airport,FNT,42.973812,-83.73891,America/Detroit,Flint
FOB,Fort Bragg,FOB,39.474445,-123.79444,America/Los_Angeles,Fort Bragg
FOD,Fort Dodge Regional,FOD,42.5525,-94.18972,America/Chicago,Fort Dodge
FOE,Forbes Field,TOP,38.9525,-95.6625,America/Chicago,Topeka
TOP,Philip Billard,TOP,39.06972,-95.6225,America/Chicago,Topeka
FOK,Suffolk County,FOK,40.833332,-72.666664,America/New_York,Westhampton
FOX,Fox,FOX,64,-147,America/Anchorage,Fox
FPR,St Lucie County,FPR,27.45,-80.333336,America/New_York,Fort Pierce
FPY,Perry-Foley,FPY,30.116667,-83.583336,America/New_York,Perry
FRD,Friday Harbor,FRD,48.524807,-123.0265,America/Los_Angeles,Friday Harbor
FRG,Republic Field,FRG,40.733334,-73.416664,America/New_York,Farmingdale
FRH,Municipal,FRH,38.55,-86.61667,America/Indiana/Indianapolis,French Lick
FRI,Marshall AAF,FRI,39.083332,-96.78333,America/Chicago,Fort Riley
FRM,Fairmont,FRM,43.64722,-94.423615,America/Chicago,Fairmont
FRN,Bryant AAF,FRN,61.25,-149.68333,America/Anchorage,Fort Richardson
FRP,Fresh Water Bay,FRP,57.845833,-135.025,America/Juneau,Fresh Water Bay
FRR,Front Royal-Warren County,FRR,38.916668,-78.2,America/New_York,Front Royal
FRY,Fryeburg,FRY,44.016666,-70.98333,America/New_York,Fryeburg
FSD,Joe Foss Field Airport,FSD,43.580296,-96.73115,America/Chicago,Sioux Falls
FSI,Henry Post AAF,FSI,34.650723,-98.419975,America/Chicago,Fort Sill
FSK,Municipal,FSK,37.833332,-94.7,America/Chicago,Fort Scott
FSM,Regional,FSM,35.34124,-94.3589,America/Chicago,Fort Smith
FST,Pecos County,FST,30.893888,-102.87889,America/Chicago,Fort Stockton
FSU,Fort Sumner,FSU,34.466667,-104.25,America/Denver,Fort Sumner
FTK,Godman AAF,FTK,37.9,-85.95,America/Chicago,Fort Knox
FTL,Fortuna Ledge,FTL,61.88333,-162.08333,America/Nome,Fortuna Ledge
FTW,Meacham Field,FTW,32.75,-97.333336,America/Chicago,Fort Worth
FUL,Municipal,FUL,33.86667,-117.975,America/Los_Angeles,Fullerton
FWA,Municipal/Baer Field,FWA,40.98666,-85.18771,America/Indiana/Indianapolis,Fort Wayne
SMD,Smith Field,FWA,41.066666,-85.15,America/Indiana/Indianapolis,Fort Wayne
FWL,Farewell,FWL,62.509724,-153.88945,America/Anchorage,Farewell
FXM,Flaxman Island,FXM,70.2,-146,America/Anchorage,Flaxman Island
FXY,Municipal,FXY,43.266666,-93.65,America/Chicago,Forest City
FYM,Municipal,FYM,35.15,-86.566666,America/Chicago,Fayetteville
FYU,Fort Yukon,FYU,66.56981,-145.2482,America/Anchorage,Fort Yukon
FYV,Municipal (Drake Field),FYV,36.003613,-94.17,America/Chicago,Fayetteville
XNA,Northwest Arkansas Regional,FYV,36.275257,-94.29711,America/Chicago,Fayetteville
GAB,Gabbs,GAB,38.86667,-117.916664,America/Los_Angeles,Gabbs
GAD,Municipal,GAD,33.97361,-86.08722,America/Chicago,Gadsden
GAG,Gage,GAG,36.35,-99.88333,America/Chicago,Gage
GAI,Montgomery County,GAI,39.15,-77.2,America/New_York,Gaithersburg
GAK,Gakona,GAK,62.333332,-145.31667,America/Anchorage,Gakona
GAL,Galena,GAL,64.73798,-156.94186,America/Anchorage,Galena
GAM,Gambell,GAM,63.776596,-171.71355,America/Nome,Gambell
GBD,Great Bend,GBD,38.34722,-98.86417,America/Chicago,Great Bend
GBG,Galesburg,GBG,40.93861,-90.42889,America/Chicago,Galesburg
GBH,Galbraith Lake,GBH,68.46667,-149.48334,America/Anchorage,Galbraith Lake
GBR,Walter J. Koladza Airport,GBR,42.2,-73.36667,America/New_York,Great Barrington
GCC,Campbell County,GCC,44.346355,-105.532684,America/Denver,Gillette
GCD,Grand Coulee Dam,GCD,47.92348,-119.08058,America/Los_Angeles,Electric City
GCK,Garden City Municipal Airport,GCK,37.92861,-100.72972,America/Chicago,Garden City
GCW,Grand Canyon West,GCW,36.07211,-113.9495,America/Phoenix,Grand Canyon West
GCY,Municipal,GCY,36.216667,-82.85,America/New_York,Greenville
GDC,Donaldson Center,GSP,34.8,-82.35,America/New_York,Greenville
GMU,Greenville Downtown,GSP,34.85,-82.38333,America/New_York,Greenville
GSP,Greenville Spartanburg International Airport,GSP,34.890568,-82.21706,America/New_York,Greenville
GDH,Golden Horn Lodge SPB,GDH,59.716667,-158.16667,America/Anchorage,Golden Horn Lodge
GDM,Municipal,GDM,42.566666,-71.98333,America/New_York,Gardner
GDV,Dawson Community,GDV,47.13889,-104.806946,America/Denver,Glendive
GDW,Gladwin,GDW,43.983334,-84.48333,America/Detroit,Gladwin
GED,Sussex County,GED,38.68833,-75.3575,America/New_York,Georgetown
GEG,Spokane International,GEG,47.62515,-117.537636,America/Los_Angeles,Spokane
SFF,Felts Field,GEG,47.666668,-117.4,America/Los_Angeles,Spokane
SKA,Fairchild AFB,GEG,47.666668,-117.4,America/Los_Angeles,Spokane
GEK,Ganes Creek,GEK,63.1,-156.43333,America/Anchorage,Ganes Creek
GEY,South Big Horn County,GEY,44.5,-108.05,America/Denver,Greybull
GFA,Malmstrom AFB,GTF,47.5,-111.28333,America/Denver,Great Falls
GTF,International,GTF,47.481888,-111.35636,America/Denver,Great Falls
GFB,Togiak Fish,GFB,59.016666,-160.05,America/Anchorage,Togiak Fish
GFD,Pope Field,GFD,39.783333,-85.76667,America/Indiana/Indianapolis,Greenfield
GFK,Grand Forks,GFK,47.9488,-97.17587,America/Chicago,Grand Forks
GFL,Warren County,GFL,43.344444,-73.60917,America/New_York,Glens Falls
GGE,Georgetown,GGE,33.38333,-79.28333,America/New_York,Georgetown
GGG,Kilgore,GGG,32.386665,-94.71528,America/Chicago,Kilgore
GGW,International,GGW,48.212776,-106.615555,America/Denver,Glasgow
GHM,Municipal,GHM,35.783333,-87.46667,America/Chicago,Centerville
GIF,Gilbert Field,GIF,28.066668,-81.75,America/New_York,Winter Haven
GJT,Walker Field,GJT,39.122665,-108.528336,America/Denver,Grand Junction
GKN,Gulkana,GKN,62.155277,-145.45222,America/Anchorage,Gulkana
GKT,Gatlinburg,GKT,35.85139,-83.51861,America/New_York,Gatlinburg
GLB,San Calos Apache,GLB,5.95,-10.033333,America/Phoenix,Globe
GLD,Renner Field,GLD,39.370277,-101.69945,America/Denver,Goodland
GLE,Municipal,GLE,33.63333,-97.13333,America/Chicago,Gainesville
GLH,Greenville,GLH,33.484444,-90.985,America/Chicago,Greenville
GLQ,Glennallen,GLQ,62.11667,-145.55,America/Anchorage,Glennallen
GLR,Otsego County,GLR,45.033333,-84.666664,America/Detroit,Gaylord
GLS,Scholes Field,GLS,29.2675,-94.860275,America/Chicago,Galveston
GLV,Golovin,GLV,64.54417,-163.0375,America/Nome,Golovin
GLW,Municipal,GLW,37,-85.916664,America/Chicago,Glasgow
GMT,Granite Mountain,GMT,65.405556,-161.2775,America/Anchorage,Granite Mountain
GMV,Monument Valley,GMV,37.001945,-110.20278,America/Denver,Monument Valley Gldngs
GNF,Gansner Field,GNF,33.975307,-89.93228,America/Los_Angeles,Quincy
GNG,Gooding,GNG,42.933334,-114.71667,America/Boise,Gooding
GNT,Milan,GNT,35.15,-107.86667,America/Denver,Grants
GNU,Goodnews Bay,GNU,59.1125,-161.58055,America/Anchorage,Goodnews Bay
GNV,Gainesville Regional,GNV,29.686142,-82.276794,America/New_York,Gainesville
GOF,Goodfellow AFB,SJT,31.466667,-100.433334,America/Chicago,San Angelo
SJT,Mathis Field,SJT,31.359722,-100.494446,America/Chicago,San Angelo
GOK,Guthrie,GOK,35.88333,-97.416664,America/Chicago,Guthrie
GOL,State,GOL,42.416668,-124.416664,America/Los_Angeles,Gold Beach
GON,New London,GON,41.328888,-72.04639,America/New_York,New London
ZGD,New London Railway,GON,29.10712,110.44569,America/New_York,New London
GPT,Gulfport-Biloxi International,GPT,30.413284,-89.07203,America/Chicago,Gulfport
GPZ,Grand Rapids,GPZ,47.214443,-93.51111,America/Chicago,Grand Rapids
GQQ,Galion,GQQ,40.736668,-82.757225,America/New_York,Galion
GRB,Austin-straubel Field,GRB,44.492847,-88.121895,America/Chicago,Green Bay
GRD,Greenwood,GRD,34.25139,-82.15833,America/New_York,Greenwood
GRE,Municipal,GRE,38.88333,-89.416664,America/Chicago,Greenville
GRF,Gray AAF,TIW,47.083332,-122.57917,America/Los_Angeles,Tacoma
TCM,McChord AFB,TIW,47.176666,-122.56461,America/Los_Angeles,Tacoma
TIW,Industrial,TIW,47.270557,-122.57306,America/Los_Angeles,Tacoma
GRI,Grand Island,GRI,40.96722,-98.30666,America/Chicago,Grand Island
GRK,Robert Gray AAF,ILE,31.061821,-97.820915,America/Chicago,Killeen
HLR,Fort Hood AAF,ILE,31.116667,-97.73333,America/Chicago,Killeen
ILE,Municipal,ILE,31.08639,-97.68667,America/Chicago,Killeen
GRM,Devils Track,GRM,46.666668,-85.98333,America/Chicago,Grand Marais
GRN,Gordon,GRN,42.8,-102.2,America/Denver,Gordon
GRR,Gerald R. Ford International,GRR,42.88501,-85.52974,America/Detroit,Grand Rapids
GSB,Seymour Johnson AFB,GSB,35.38333,-77.98333,America/New_York,Goldsboro
GSH,Goshen,GSH,41.583332,-85.833336,America/Indiana/Indianapolis,Goshen
GSO,Piedmont Triad International,GSO,36.105324,-79.9373,America/New_York,Greensboro
GTG,Municipal,GTG,45.783333,-92.683334,America/Chicago,Grantsburg
GTP,Grants Pass,GTP,42.43901,-123.32839,America/Los_Angeles,Grants Pass
GTY,Gettysburg,GTY,39.833332,-77.23333,America/New_York,Gettysburg
GUC,Gunnison,GUC,38.53389,-106.93889,America/Denver,Gunnison
GUF,Edwards,GUF,30.166668,-87.583336,America/Chicago,Gulf Shores
GUN,Gunter AFB,MGM,32.38333,-86.316666,America/Chicago,Montgomery
MGM,Dannelly Field,MGM,32.305042,-86.39029,America/Chicago,Montgomery
MXF,Maxwell AFB,MGM,32.38333,-86.316666,America/Chicago,Montgomery
GUP,Senator Clark,GUP,35.511112,-108.78667,America/Denver,Gallup
GUS,Grissom AFB,GUS,40.75,-86.066666,America/Indiana/Indianapolis,Peru
GUY,Guymon,GUY,36.682777,-101.507774,America/Chicago,Guymon
GVE,Municipal,GVE,38.13333,-78.2,America/New_York,Gordonsville
GVL,Lee Gilmer Memorial,GVL,34.3,-83.833336,America/New_York,Gainesville
GVT,Majors Field,GVT,33.066666,-96.06167,America/Chicago,Greenville
GWO,Leflore,GWO,33.495,-90.08889,America/Chicago,Greenwood
GWS,Glenwood Springs,GWS,39.583168,-107.41441,America/Denver,Glenwood Springs
GWV,Glendale,GWV,43.11667,-87.95,America/New_York,Glendale
GXY,Weld County,GXY,40.416668,-104.7,America/Denver,Greeley
GYR,Litchfield,GYR,33.433334,-112.35,America/Phoenix,Goodyear
GYY,Gary/Chicago International,GYY,41.61667,-87.416664,America/Chicago,Gary
HAB,Marion County,HAB,34.15,-88.1,America/Chicago,Hamilton
HAE,Havasupai,HAE,36.230556,-112.66944,America/Phoenix,Havasupai
HAF,Half Moon,HAF,37.466667,-122.433334,America/Los_Angeles,Half Moon
HAI,Dr Haines,HAI,41.95,-85.63333,America/Detroit,Three Rivers
HAO,Hamilton,HAO,39.4,-84.566666,America/New_York,Hamilton
HAR,Capital City,HAR,40.21611,-76.85222,America/New_York,Harrisburg
MDT,Harrisburg International,HAR,40.196007,-76.75606,America/New_York,Harrisburg
ZUG,Harrisburg Railway,HAR,,,America/New_York,Harrisburg
HAY,Haycock,HAY,65.21667,-161.16667,America/Anchorage,Haycock
HBB,Industrial Airpark,HOB,32.7,-103.13333,America/Denver,Hobbs
HOB,Lea County,HOB,32.68861,-103.21694,America/Denver,Hobbs
HBC,Hanus Bay,HBC,57.5,-135.91667,America/Sitka,Hanus Bay
HBG,The Hattiesburg-Bobby L. Chain Mun.,HBG,31.316668,-89.26667,America/Chicago,Hattiesburg
HBH,Hobart Bay,HBH,57.408333,-133.46666,America/Juneau,Hobart Bay
HBK,Holbrook Municipal,HBK,34.936,-110.14197,America/Phoenix,Holbrook
HBO,Municipal,HBO,40.166668,-95.95,America/Chicago,Humboldt
HBR,Hobart,HBR,35.016666,-99.1,America/Chicago,Hobart
HCB,Shoal Cove,HCB,55.45,-131.28334,America/Anchorage,Shoal Cove
HCC,Columbia County,HCC,42.293056,-73.710556,America/New_York,Hudson
HCR,Holy Cross,HCR,62.18889,-159.77167,America/Anchorage,Holy Cross
HCW,Cheraw,HCW,34.7,-79.88333,America/New_York,Cheraw
HDA,Hidden Falls,HDA,57.2,-134.85,America/Sitka,Hidden Falls
HDE,Brewster Field,HDE,40.433334,-99.38333,America/Chicago,Holdrege
HDH,Dillingham Airfield,HDH,21.466667,-157.96666,Pacific/Honolulu,Oahu
HDN,Yampa Valley,HDN,40.48481,-107.220764,America/Denver,Hayden
HED,Herendeen,HED,55.833332,-160.83333,America/Anchorage,Herendeen
HEE,Thompson-Robbins,HEE,34.533333,-90.6,America/Chicago,Helena
HES,State,HES,45.85,-119.28333,America/Los_Angeles,Hermiston
HEY,Hanchey Army Heliport,OZR,31.416668,-84.53333,America/Chicago,Ozark
LOR,Lowe Army Heliport,OZR,31.5,-85.433334,America/Chicago,Ozark
OZR,Cairns AAF,OZR,31.45,-85.666664,America/Chicago,Ozark
HEZ,Hardy-Anders,HEZ,31.614721,-91.29639,America/Chicago,Natchez
HFF,Mackall AAF,HFF,35.033333,-79.566666,America/New_York,Hoffman
HGR,Wash. County Regional,HGR,39.70778,-77.73,America/New_York,Hagerstown
HGT,Hunter AAF,HGT,35.966667,-121.15,America/Los_Angeles,Jolon
HGZ,Hogatza,HGZ,66.191666,-155.66888,America/Anchorage,Hogatza
HHH,Hilton Head,HHH,32.216667,-80.683334,America/New_York,Hilton Head
HHI,Wheeler AFB,HHI,21.5,-158.03334,Pacific/Honolulu,Wahiawa
HHR,Hawthorne,HHR,33.926945,-118.33639,America/Los_Angeles,Hawthorne
HIB,Chisholm,HIB,47.38861,-92.83861,America/Chicago,Chisholm
HIE,Regional,HIE,44.365833,-71.548615,America/New_York,Whitefield
HIF,Hill AFB,OGD,41.216667,-111.96667,America/Denver,Ogden
OGD,Municipal,OGD,41.19639,-112.01083,America/Denver,Ogden
HII,Municipal,HII,34.568333,-114.35528,America/Phoenix,Lake Havasu City
HIK,Hickam AFB,HNL,21.316668,-157.86667,Pacific/Honolulu,Honolulu
HNL,Honolulu International,HNL,21.325832,-157.92166,Pacific/Honolulu,Honolulu
HIO,Portland,HIO,45.516666,-122.98333,America/Los_Angeles,Hillsboro
HKB,Healy Lake,HKB,63.86667,-148.96666,America/Anchorage,Healy Lake
HKS,Hawkins Field,JAN,32.3,-90.2,America/Chicago,Jackson
JAN,Jackson-evers,JAN,32.309895,-90.07496,America/Chicago,Jackson
HKY,Hickory,HKY,35.73861,-81.39167,America/New_York,Hickory
HLB,Hillenbrand,HLB,39.3,-85.21667,America/Indiana/Indianapolis,Batesville
HLC,Hill City,HLC,39.36667,-99.85,America/Chicago,Hill City
HLG,Ohio County,HLG,40.183334,-80.65,America/New_York,Wheeling
HLI,Hollister,HLI,36.85,-121.4,America/Los_Angeles,Hollister
HLM,Park Township,HLM,42.783333,-86.11667,America/Detroit,Holland
HLN,Helena,HLN,46.61052,-111.99018,America/Denver,Helena
HMS,Homeshore,HMS,58.294445,-135.34723,America/Juneau,Homeshore
HMT,Ryan Field,HMT,33.733334,-117.025,America/Los_Angeles,Hemet
HNB,Municipal,HNB,38.3,-86.95,America/Indiana/Vincennes,Huntingburg
HNC,Hatteras,HNC,35.216667,-75.7,America/New_York,Hatteras
HNE,Tahneta Pass,HNE,61.88333,-147.33333,America/Anchorage,Tahneta Pass Lodge
HNH,Hoonah,HNH,58.098057,-135.40334,America/Juneau,Hoonah
HNM,Hana,HNM,20.795834,-156.01889,Pacific/Honolulu,Hana
HNS,Municipal,HNS,59.245834,-135.51889,America/Juneau,Haines
HNX,Hanna,HNX,41.833332,-106.5,America/Denver,Hanna
HOL,Holikachu,HOL,62.86667,-159.65,America/Anchorage,Holikachu
HOM,Homer,HOM,59.64324,-151.49316,America/Anchorage,Homer
HON,Howes,HON,44.38361,-98.22639,America/Chicago,Huron
HOP,Campbell AAF,HOP,36.86667,-87.48333,America/Chicago,Hopkinsville
HOT,Memorial Field,HOT,34.47889,-93.09611,America/Chicago,Hot Springs
HPB,Hooper Bay,HPB,61.525078,-166.14586,America/Nome,Hooper Bay
HPN,Westchester County Apt,HPN,41.068672,-73.70389,America/New_York,Westchester County
